start
time Gaze_x    Gaze_y    Contents
59   0.378393895432964 0.122061746777604    2
60   0.369806917481014 0.110956809697086    2
61   0.376589039246937 0.123335238263394    2
62   0.377837521992092 0.120679658763493    2
63   0.376269317869287 0.111298844863995    2
64   0.381158034663486 0.114051494817431    2
65   0.372506515691271 0.116796420318906    2
66   0.371441179390445 0.118973473403457    2
67   0.380407604064999 0.121478000334037    2
68   0.379264624396455 0.10822239731408    2
69   0.374745893568388 0.123819490813389    2
70   0.380994344106739 0.111081600279022    2
71   0.376596798160563 0.124313617910161    2
72   0.373486949073254 0.112182134773207    2
73   0.378049309414564 0.123616207174223    2
74   0.381473025900732 0.125162107362257    2
75   0.377879877647274 0.0998213146776834    2
76   0.383233835596798 0.114652374165303    2
77   0.3296428946079 0.102894890716925    2
78   0.343075810330447 0.112965823983473    2
79   0.342893608606573 0.117754662431025    2
80   0.338617017064166 0.114759408398072    2
81   0.341372523678501 0.110225668671433    2
82   0.340866010410082 0.0881408058729676    2
0   0.205578486089848 0.0592448969620136    1
1   0.148281508339778 0.0634052856464677    1
2   0.152755657866237 0.0839731494039597    1
3   0.154687474561911 0.0721265232380119    1
4   0.138655602780887 0.0372866564891865    1
5   0.173908782857779 0.0821429936512459    1
6   0.154671909699005 0.06388248462099    1
7   0.152778711140058 0.0734453402726558    1
8   0.163235549348315 0.074345093355646    1
9   0.17270850135651 0.0865912691161839    1
10   0.149090528880606 0.0736007225393678    1
11   0.157525572388522 0.0966520995648352    1
12   0.150553033479923 0.0662305247328732    1
13   0.161601773654183 0.0764642376249185    1
14   0.167981419847138 0.0896374847976631    1
15   0.161251121350688 0.0800520578852684    1
16   0.148576565647659 0.0856093236751576    1
17   0.152023142490179 0.0810531077423775    1
18   0.155047233649043 0.0861440823400699    1
19   0.163036978151354 0.0854386909485356    1
20   0.156713385932107 0.0938268358611367    1
21   0.153496535845647 0.0825411446859334    1
22   0.156391704675002 0.0859848364590334    1
23   0.16237602247827 0.0826021623337283    1
24   0.155364309713036 0.082269346390035    1
25   0.158110279907191 0.0960473976008416    1
26   0.156065744622538 0.0880369477242766    1
27   0.155022222583966 0.0770037289744323    1
28   0.156086170279423 0.0858703678794654    1
29   0.154288701174323 0.0889073584845619    1
30   0.154898273676167 0.0826775109073878    1
31   0.165135163000741 0.0904150622072848    1
32   0.160735070273063 0.0874165634577366    1
33   0.163178693333066 0.0957417968405707    1
34   0.151186009392973 0.0838115339416845    1
35   0.150128062510248 0.0686309723856766    1
36   0.144103453153662 0.0905696522020207    1
37   0.150948126923822 0.0807294276778521    1
38   0.121041060788116 0.0212421088536985    1
39   0.108990880072838 0.00280193554340258    1
40   0.113683217143262 0.0172873063892212    1
41   0.114190733680857 0.0105669450615551    1
42   0.109900211898662 0.0188145859189035    1
43   0.1136199312798 0.00596074978818706    1
44   0.117049767525373 0.0289432703413013    1
45   0.110973663985646 0.0312132099518294    1
46   0.120850494168394 0.00912410130558783    1
47   0.12808385831886 0.0016203959808081    1
0   0.288115097599757 0.0391366511150864    2
1   0.363653575070998 0.106693076449346    2
2   0.357808913133908 0.101916965318196    2
3   0.359184885708146 0.104443548620338    2
4   0.351094644189516 0.11043194645174    2
5   0.35886303529162 0.0989944418358846    2
6   0.356585120580462 0.113004328901638    2
7   0.351007633582981 0.102752989896999    2
8   0.357152091174726 0.0937846782521774    2
9   0.356862325761426 0.0991477617928922    2
10   0.351501260256896 0.105914589731583    2
11   0.359441668724116 0.115198542715575    2
12   0.360696045497775 0.0972470612890675    2
13   0.349231852263074 0.105940357822988    2
14   0.360184483665421 0.110888673504178    2
15   0.354991555370361 0.109424353626082    2
16   0.348062126939112 0.113462014781589    2
17   0.353151185159732 0.116794648057635    2
18   0.350882599822853 0.100748837757806    2
19   0.358482879593566 0.107708803134756    2
20   0.351303712771369 0.109059907071128    2
21   0.351965981160788 0.0870722437595077    2
22   0.346791576216788 0.0840985814155601    2
23   0.3473244054519 0.0976998239074192    2
24   0.385733438523516 0.124441855942109    2
25   0.380192091407253 0.123810900905369    2
26   0.378573917092581 0.112426378375972    2
27   0.38243768230609 0.0988074238911167    2
28   0.382307211609032 0.123764091012049    2
29   0.385779178294797 0.117634249791422    2
30   0.38701621679013 0.114167126007487    2
31   0.378851460375245 0.111294294558888    2
32   0.387056722506145 0.113837744567263    2
33   0.384144500373395 0.11283849258507    2
34   0.386943467736501 0.116544639938752    2
35   0.380576713587061 0.115682366177566    2
36   0.380158771952438 0.123938805448915    2
37   0.377102191245285 0.109951475973048    2
38   0.383886309162222 0.120956085984972    2
39   0.380730230041877 0.109085801135734    2
40   0.383680526720582 0.117314103542753    2
41   0.375728075100028 0.109828179752299    2
42   0.379549923335276 0.110214686569293    2
43   0.379217722659632 0.113062172826858    2
44   0.3821039331051 0.129469513107551    2
45   0.384280430719173 0.12044907774748    2
46   0.382455245943333 0.118250612393012    2
47   0.381491416459085 0.112188982999669    2
48   0.382640568862485 0.122772873680333    2
49   0.386619710046716 0.126193109253677    2
50   0.38490739764768 0.119233688755003    2
51   0.383815127625326 0.129307898543402    2
52   0.37923487188084 0.119421918407852    2
53   0.379878623820105 0.118023442875597    2
54   0.390978482336209 0.109164494718357    2
55   0.381817141962529 0.110978683439839    2
56   0.421454145906523 0.139590453677329    2
57   0.419937916779077 0.151171382580856    2
58   0.41920695707779 0.155558692667341    2
59   0.421805123981471 0.149150958082828    2
60   0.418479097947966 0.145331459265662    2
61   0.41610009842816 0.151120860389824    2
62   0.423343771127747 0.152428452924255    2
63   0.419198052638535 0.157768401859698    2
64   0.413484947367238 0.155298269691002    2
65   0.418850835684907 0.150398629348842    2
66   0.419452330481363 0.148246702039728    2
67   0.422540032314146 0.149438142711688    2
68   0.414891329816442 0.149258215881559    2
69   0.417180374229019 0.15090712557901    2
70   0.414589811789369 0.146963420205338    2
71   0.430760989266446 0.176297908765946    2
0   0.574015546199462 0.138391539941495    3
1   0.644812528198599 0.149500297674081    3
2   0.645208286707089 0.135342931540436    3
3   0.64904760431466 0.148228378606063    3
4   0.653271121481225 0.155613015723475    3
5   0.646819031377959 0.147194107459086    3
6   0.651040554571182 0.144327386277496    3
7   0.653517850637854 0.149068683645737    3
8   0.647854617385065 0.147415094227995    3
9   0.661176409767791 0.153766316490305    3
10   0.661705422184241 0.153747654488939    3
11   0.652574886004118 0.161517417178516    3
12   0.645629089594877 0.142302125969877    3
13   0.650672894746208 0.149165918255562    3
14   0.649938658869019 0.157729791445377    3
15   0.646102233427087 0.143653734841791    3
16   0.649493216319229 0.15607164727146    3
17   0.64946957190557 0.168030225598727    3
18   0.652784887584403 0.144927074591806    3
19   0.649194680288929 0.158137559560146    3
20   0.644983679326629 0.14871828844116    3
21   0.576100043638803 0.155188639039352    3
0   0.422642298902474 0.15052047226277    2
1   0.369448920603077 0.124207347952279    2
2   0.366039238461099 0.120871618572437    2
3   0.369326626257703 0.118337400420273    2
4   0.35995116153515 0.124404178748705    2
5   0.36581104180982 0.114449908552956    2
6   0.362512281530371 0.105435057610634    2
7   0.366693993943045 0.122486083083345    2
8   0.361907086429028 0.109332251312594    2
9   0.364974782708032 0.129778575128398    2
10   0.364888759580481 0.116275050456352    2
11   0.369472172262363 0.118663558248045    2
12   0.361167731094042 0.119259473091802    2
13   0.371542857081295 0.12316665889864    2
14   0.363422174988386 0.10983812880022    2
15   0.364422809982898 0.110438616953047    2
16   0.355330782175884 0.137233423562407    2
0   0.217231086177662 0.280988848898232    1
0   0.112822687508242 0.422387763562938    5
1   0.118028606820189 0.394792198705318    5
2   0.111647087209121 0.432147954966467    5
3   0.110548214245455 0.425257041407008    5
4   0.117473671759967 0.425449010624789    5
5   0.113700220956389 0.408555271741761    5
6   0.114423943578345 0.448905398479837    5
7   0.114763392857412 0.42368805464389    5
8   0.108616256119149 0.402445637502751    5
9   0.114173492339432 0.416845228323268    5
10   0.117316462739268 0.427208542593917    5
11   0.11821091604827 0.417272585476212    5
12   0.109497590323599 0.419938324924146    5
13   0.114675733999547 0.42753551096007    5
14   0.120096948902074 0.417979959416812    5
15   0.116107865955996 0.429181008604019    5
16   0.107989494496564 0.399463287138815    5
17   0.109063852446411 0.423391004900395    5
18   0.102253822602961 0.438805479907387    5
19   0.0992038246664606 0.490632037083856    5
20   0.0953097583600311 0.483351476769258    5
21   0.0953620121653103 0.47714874483836    5
22   0.0936329613857652 0.47538806633986    5
23   0.0921533971329609 0.466576363850209    5
24   0.0834272603837007 0.473191555881044    5
25   0.102496319451234 0.491522272002953    5
26   0.193770793801264 0.501940821113408    5
0   0.360135496085718 0.503032779232058    6
1   0.373827849898362 0.475120349145527    6
2   0.371034851501122 0.487341982668568    6
3   0.383465028514479 0.53236729753246    6
4   0.379258508118141 0.54538950602489    6
5   0.388460465219396 0.529523063643978    6
6   0.372167524236829 0.548556078155457    6
7   0.382807716564116 0.531857187291507    6
8   0.38274247727054 0.523989576347503    6
9   0.383841835565249 0.513746761331845    6
10   0.37995217280718 0.524102136341185    6
11   0.389886123852875 0.498510378942115    6
12   0.379645815977597 0.523709039527375    6
13   0.388698714657608 0.510680284336559    6
14   0.377505357598466 0.520059163863039    6
0   0.512079540367154 0.570897421721156    7
1   0.636444151782598 0.509160651443608    7
2   0.644626623661111 0.494254252329029    7
3   0.64680982398761 0.502374241950747    7
4   0.650546926348625 0.497505434463505    7
5   0.647597674387384 0.505703833545226    7
6   0.644393437552253 0.517192555525412    7
7   0.644346576355815 0.522641745284091    7
8   0.646998276070576 0.506851907772671    7
9   0.644899747698787 0.509903933266855    7
10   0.646122318214907 0.503194038220499    7
11   0.639361771964445 0.523549702130708    7
12   0.646178739780794 0.515293724077651    7
13   0.649192243706239 0.495501129760214    7
14   0.646722067721385 0.520395600156235    7
15   0.641905933954263 0.517499633139437    7
16   0.642839465022803 0.505143038750248    7
17   0.639112313661371 0.509061507447768    7
18   0.64075976724655 0.519500460671338    7
19   0.642807017995892 0.509356717387391    7
20   0.638280410976108 0.520753375779464    7
21   0.645199833462584 0.521941666098314    7
22   0.625699754871789 0.514709381555576    7
0   0.496964972181559 0.691746726826295    10
1   0.397632306666651 0.800214960734706    10
2   0.392970112659214 0.775475514858954    10
3   0.382282068115842 0.800167503146326    10
4   0.388616708010204 0.7955543732038    10
5   0.384592785858104 0.801278229957802    10
6   0.390469713662355 0.811082892444915    10
7   0.377739960991676 0.784082873797956    10
8   0.381359481025584 0.807218889487331    10
9   0.375110885006507 0.820297885915465    10
10   0.385479623784704 0.777970728498303    10
11   0.393720327856613 0.77920554548291    10
12   0.388092614773541 0.72795373859833    10
13   0.391612028400004 0.793634675826411    10
14   0.384245585379176 0.807189775593201    10
15   0.378760140875102 0.798110834761587    10
16   0.379415151429725 0.798277907953093    10
17   0.395922093414583 0.767705900376541    10
18   0.358575258280098 0.858036162377971    10
19   0.375600840881248 0.823287953176759    10
20   0.370621339575337 0.793639740380286    10
21   0.382726687716513 0.798246860360678    10
22   0.374386262748317 0.840928420754267    10
23   0.367757881462694 0.840799380987391    10
24   0.366381713863348 0.812059272230158    10
25   0.362492903474163 0.850139297146143    10
26   0.373460803906823 0.81710968808045    10
27   0.376904548653897 0.809713023295899    10
28   0.374066346885684 0.84329279113274    10
29   0.37224814591093 0.817715600953647    10
30   0.37195409847368 0.79474471414585    10
31   0.402613414456482 0.857367769947587    10
0   0.546376640885569 0.779555429230072    11
1   0.683320391348389 0.837069531456791    11
2   0.679521336187236 0.805864070753387    11
3   0.668784320270902 0.838800515173489    11
4   0.68001502168056 0.820931995594492    11
5   0.664410751350715 0.810037806885362    11
6   0.67300284401199 0.828176979988939    11
7   0.669283054033258 0.8444796551953    11
8   0.663013313396505 0.823306741966917    11
9   0.675291873233277 0.822161392107205    11
10   0.692252268963443 0.735220775983521    11
11   0.713414348030369 0.828691800581737    11
12   0.67374435298359 0.8216259678386    11
13   0.692086465576267 0.857112300601557    11
0   0.802161945490639 0.706006672228341    12
0   0.888760007801466 0.523921068959567    8
1   0.90471377534152 0.546263920903129    8
2   0.892122273232417 0.498968084648595    8
3   0.893230634963174 0.511547636251862    8
4   0.897467080639331 0.499206712021419    8
5   0.891926821701418 0.499178335642114    8
6   0.899526462777203 0.498722708350556    8
7   0.89702185021622 0.517874749120892    8
8   0.892975527069666 0.512198699183045    8
9   0.904743678296541 0.495532819466575    8
10   0.900586192266701 0.498448794128421    8
11   0.891939647237791 0.504232135395682    8
12   0.895776524060466 0.512890629171693    8
13   0.899045888484238 0.489862725387866    8
14   0.894805606077739 0.499732957501692    8
15   0.896333849964094 0.498366187116289    8
16   0.901102068165869 0.49422587103993    8
17   0.895671258196103 0.537181440338145    8
18   0.894717663365213 0.509654144086653    8
19   0.894230860667449 0.492009370670758    8
20   0.905251287236979 0.509630210626142    8
21   0.894364626721654 0.508100146803258    8
22   0.894631193524788 0.485487032324613    8
23   0.894518785401715 0.496514858669798    8
24   0.89322454328817 0.522508446243705    8
25   0.888567710523944 0.509627739656707    8
26   0.887179412129967 0.507535762422663    8
27   0.872566514106893 0.526604381077277    8
28   0.870735840030193 0.513696100837251    8
29   0.863200324962122 0.512160236861064    8
30   0.866549227229939 0.485683426085757    8
31   0.863834724198568 0.507363869856704    8
32   0.855982360415851 0.531398977177219    8
33   0.859685518584911 0.509922713594278    8
34   0.858517567687613 0.512031943811735    8
35   0.86447458190014 0.530109061497569    8
36   0.862228317384051 0.536676475192621    8
37   0.865710988051433 0.520506432676598    8
38   0.871335889259512 0.508300260708324    8
39   0.864914034252593 0.499922869396642    8
40   0.862180009140388 0.51208329494284    8
41   0.869235044448487 0.52117532961654    8
42   0.85598322077476 0.513329004506545    8
43   0.858967736916497 0.532219763902276    8
44   0.85733338025193 0.504239308454999    8
45   0.894956545682362 0.619837847869235    8
46   0.900058729117973 0.578070371883996    8
47   0.903143436995379 0.57912507210051    8
48   0.895267488858622 0.581812497994406    8
49   0.906649668479872 0.598172686123576    8
50   0.901812078450916 0.582318322289893    8
51   0.893411125461171 0.576186523299498    8
52   0.895371874628154 0.615584536004121    8
53   0.892571892752358 0.575600685581776    8
54   0.904977980328681 0.585579116299186    8
55   0.900190496412847 0.582906480886891    8
56   0.891708155073275 0.603199082233346    8
57   0.905227846589696 0.571217479902543    8
58   0.898176184349495 0.5875732723498    8
59   0.894697772677205 0.607584759933616    8
60   0.908135615740662 0.558294416983131    8
61   0.901382299984107 0.590941771059988    8
62   0.893816189424342 0.585823743958713    8
63   0.889532300126575 0.596891876239397    8
64   0.906188148440833 0.601595079468211    8
65   0.901236478319561 0.598431837417934    8
66   0.899844835955605 0.591276322267049    8
67   0.8959753818325 0.578174491007758    8
68   0.892954589126248 0.608140350755548    8
69   0.895444987321184 0.59260667929027    8
70   0.903051540494403 0.593389694086341    8
71   0.901732486954302 0.586144834378501    8
72   0.892855000531654 0.611761895070572    8
73   0.901434237283979 0.596528992623007    8
74   0.901630082047859 0.577302047131298    8
75   0.891977845170914 0.545930921732179    8
76   0.890177253795287 0.502969128030145    8
77   0.895645457022624 0.500302240938026    8
78   0.899613330131842 0.508319905856069    8
79   0.896459334282895 0.501286742942966    8
80   0.897465182514452 0.495749790002719    8
81   0.901561068092974 0.494968958370919    8
82   0.894549341628249 0.49536793538573    8
83   0.901066671954936 0.484788634986558    8
84   0.892322293156781 0.511434487726319    8
85   0.893051739834618 0.507039203223371    8
86   0.895141916472994 0.495747893324165    8
87   0.900200721707392 0.512613190133834    8
88   0.895578537705319 0.499900876835113    8
89   0.899763744596271 0.495059718834568    8
90   0.904457152821124 0.489383464920365    8
91   0.894699030990182 0.497378505096208    8
92   0.89017400541195 0.479948575759863    8
93   0.89100138957383 0.50245334033184    8
94   0.895045994349289 0.486634590921994    8
95   0.899748947932039 0.504871505924257    8
96   0.903043929310343 0.486202688694902    8
97   0.892826316131732 0.50257586994087    8
98   0.896207450241945 0.48726216465343    8
99   0.896505393431539 0.478736978002758    8
100   0.894227475117759 0.485501195921074    8
101   0.901011260693622 0.48803958103997    8
102   0.89829505012176 0.502302687872202    8
103   0.902319003596403 0.50161900935052    8
104   0.902169312120122 0.508692043757947    8
105   0.897353020668447 0.492896610190428    8
106   0.897415991015578 0.496581508837949    8
0   0.926318580621682 0.303077180680361    4
1   0.934782636654973 0.177034085675359    4
2   0.934102697668209 0.173633143599432    4
3   0.931248800342814 0.181083345407501    4
4   0.929979246202038 0.182232902197939    4
5   0.931343098060552 0.177343822288435    4
6   0.933093159768305 0.182787159254417    4
7   0.924284910653682 0.183693792809549    4
8   0.93052564097718 0.199171492948039    4
9   0.929546964285692 0.187925227222763    4
10   0.930123276063796 0.182617450662747    4
11   0.92854625946643 0.179842227093218    4
12   0.927170700900547 0.187814747646712    4
13   0.920556319915818 0.184633289801695    4
14   0.920988037069037 0.178936764978857    4
15   0.931013341138964 0.187318597343847    4
16   0.931066744445729 0.189247377487618    4
17   0.923590160835033 0.19057186728071    4
18   0.92134595564562 0.19339947205026    4
19   0.926510463775685 0.196872360939778    4
20   0.882701025905021 0.22754422807111    4
21   0.885821227410929 0.235453015373537    4
22   0.883334384905538 0.219361086225149    4
23   0.870594394004684 0.221240809389656    4
24   0.871454809151146 0.228235416892858    4
25   0.875294109331435 0.217969130347228    4
26   0.876603793521213 0.241761107698494    4
27   0.881202204004239 0.228307032358657    4
28   0.87671842601992 0.231255427261431    4
29   0.871764448790145 0.236691470562164    4
30   0.881609022009684 0.226137008534693    4
31   0.877003225236763 0.223594366617021    4
32   0.879174359647777 0.22861124663973    4
33   0.875568498703842 0.227687789795368    4
34   0.877489490505923 0.23095775215063    4
35   0.877957103339668 0.237069135504726    4
36   0.879256080565597 0.24139859567947    4
37   0.874288929954332 0.218870715076491    4
38   0.880438479738132 0.234509216227707    4
39   0.88058407033725 0.231468734329155    4
40   0.879169260470007 0.235855478506437    4
41   0.876544250260054 0.225968851559514    4
42   0.875556951803901 0.235812769008135    4
43   0.88148257026694 0.231898333184631    4
44   0.879353519492952 0.230035036495565    4
45   0.878755880559766 0.252207461120292    4
46   0.878365732891325 0.235568560762204    4
47   0.885304636971 0.236120629672314    4
48   0.87422765250551 0.237743156043052    4
49   0.882480152890707 0.223952563319244    4
50   0.887092840094624 0.225144534124752    4
51   0.88000254314943 0.232339145882065    4
52   0.878608192731917 0.221352189685945    4
53   0.874871700680046 0.238251170606304    4
0   0.739525244120841 0.185882036980047    3
1   0.63593858950594 0.151338658240434    3
2   0.644690806043286 0.155187811267865    3
3   0.635020237634308 0.150123535688408    3
4   0.6375354133462 0.155272534234996    3
5   0.642662404905082 0.156216474893768    3
6   0.638865648518504 0.147793722611823    3
7   0.637233274881055 0.154205496640657    3
8   0.646444500342682 0.151184627685097    3
9   0.643038605744778 0.149144512976022    3
10   0.638745832556651 0.164749747679821    3
11   0.635739663951313 0.163990774324134    3
12   0.637628773411393 0.158568432369066    3
13   0.641087185920355 0.150908460305686    3
14   0.645100633449147 0.159943421931303    3
15   0.634714638237483 0.157393775268019    3
16   0.638817168812807 0.159420850800757    3
17   0.640469903845883 0.160558353926035    3
18   0.635141993120214 0.158382331884013    3
19   0.639964436374498 0.145358511217296    3
20   0.641022932795522 0.143457959215084    3
21   0.638245012480979 0.147481513161893    3
22   0.643749724900658 0.15819907308321    3
23   0.644527748598534 0.171591195578458    3
24   0.642538845050353 0.156800282411837    3
25   0.638844840573597 0.162114117533861    3
26   0.632631887345497 0.15382208194967    3
27   0.64409189359435 0.151354522683278    3
28   0.637550849205695 0.14935222505369    3
29   0.635779808993334 0.152809779498398    3
30   0.64540499061286 0.164757090689477    3
31   0.637952777651662 0.155010833321967    3
32   0.642229346541853 0.164801622166578    3
33   0.635509235882296 0.157144437729585    3
34   0.640861112217863 0.169476165146875    3
35   0.643294782065482 0.156082492616065    3
36   0.638443860492089 0.157651181572987    3
37   0.635865451490076 0.16018836012131    3
38   0.641977937675847 0.152396472810892    3
39   0.641500071255791 0.147838536812287    3
40   0.638657587379157 0.164448235410191    3
41   0.643490328140842 0.161039770413936    3
42   0.637291073574602 0.153080213352382    3
43   0.638977779794232 0.163892789396641    3
44   0.637007895007969 0.159519836690038    3
45   0.633147840860261 0.142321704221331    3
46   0.640036995577134 0.149433043813815    3
47   0.635621916671084 0.150006644071595    3
48   0.637272390260136 0.151489260292351    3
49   0.636360165960014 0.159137547612431    3
50   0.641233296577752 0.14279472111059    3
51   0.641345621368146 0.158316850555366    3
52   0.636529472493407 0.154291894426933    3
53   0.632575970166045 0.157272089807179    3
54   0.638255727736464 0.167851216679651    3
55   0.631235369549017 0.150932926769656    3
56   0.636450334158326 0.142972156360543    3
57   0.634492639515884 0.163465859932444    3
58   0.557843832124149 0.13624414070955    3
0   0.452151415472144 0.136561072282689    2
1   0.415995118726983 0.114943277770976    2
2   0.411820592908839 0.114249890503061    2
3   0.41427549923003 0.120736100276986    2
4   0.416438476358962 0.122956105578851    2
0   0.50137444547488 0.136644984422901    3
1   0.672281453099572 0.113024352055163    3
0   0.794090656498724 0.129436509145535    4
1   0.793428935765974 0.113318406344092    4
2   0.783764885152209 0.121576433997916    4
3   0.790617423655249 0.135813244542305    4
4   0.795149751565646 0.136170940889542    4
5   0.786105594335481 0.134506242568023    4
6   0.792484215880222 0.127984564141798    4
7   0.787405139071439 0.131903556925181    4
8   0.785783416696631 0.135821608764445    4
9   0.788078568378523 0.132859929566052    4
0   0.715642469725935 0.150505951082664    3
1   0.569846241301548 0.161040042002924    3
2   0.521510331619766 0.180646179865789    3
3   0.518044984766107 0.165528977484314    3
4   0.51723973088599 0.176800547960056    3
5   0.522592349696993 0.185187524415369    3
6   0.524711070109788 0.1713069760591    3
7   0.508438948209346 0.176002511181423    3
8   0.512920889275392 0.176120465192867    3
9   0.514476410112025 0.18824541337915    3
10   0.51441735467472 0.18085426164771    3
11   0.513168059753752 0.174091888525936    3
12   0.522657934335712 0.176775966544938    3
13   0.516065659535798 0.175727661083329    3
14   0.512036053762358 0.184548504033842    3
0   0.454436880400635 0.159105476312106    2
1   0.375643212648924 0.113662087739158    2
2   0.343044368387609 0.0960662947969695    2
3   0.322562974065363 0.021225394162343    2
4   0.335393610687674 0.115176421404158    2
5   0.336724701892649 0.0946055741081864    2
6   0.339632803244967 0.12736034231034    2
7   0.332245079691916 0.114663490274893    2
8   0.335420796006929 0.125705967886233    2
9   0.335615662660643 0.11364334955249    2
10   0.335559188701268 0.106688837102638    2
11   0.340747885809606 0.103192912515169    2
12   0.336911867701929 0.107612506887335    2
13   0.336029948063697 0.101362097560923    2
14   0.3389611723386 0.106866452856252    2
15   0.335128049880609 0.108275111520697    2
16   0.335464660742105 0.102754663931705    2
17   0.333781396316226 0.112033249823185    2
18   0.335198929361468 0.103465697944443    2
19   0.338998826810553 0.113574967040449    2
20   0.341452601781953 0.149515406281125    2
21   0.405531813916355 0.12738522674465    2
22   0.402402583965227 0.111747137623411    2
23   0.39886015882837 0.125978807776619    2
24   0.401430212033347 0.115764457097725    2
25   0.405797321521163 0.132574640151233    2
26   0.395787038630147 0.121363995776164    2
27   0.407162907946827 0.123579963979637    2
28   0.398551523697392 0.117135912523395    2
29   0.399552534964528 0.126277052466094    2
30   0.40196934823507 0.127824725902542    2
31   0.412312262116529 0.130758149557778    2
0   0.548651855865614 0.149563700492763    3
1   0.657818406754927 0.153389829808475    3
2   0.646382937916428 0.144319859974757    3
3   0.656021960267822 0.152713179815805    3
4   0.64609103169937 0.156831768265079    3
5   0.648776587461953 0.145346288358837    3
6   0.652201879346194 0.149919670458985    3
7   0.648244722150935 0.169252586793505    3
8   0.651138369927253 0.152797120664786    3
9   0.650901692199454 0.163120070404261    3
10   0.648353744062206 0.151023129332316    3
11   0.654471751760525 0.159284051992813    3
12   0.651452294623141 0.162760951920177    3
13   0.651565687422931 0.16728293105075    3
14   0.650289323947163 0.160119232975148    3
15   0.648657810914983 0.165309555517638    3
16   0.650858934671078 0.153814326840688    3
17   0.650064835807143 0.169481422214972    3
18   0.65262816592633 0.149529434183819    3
19   0.648020927191624 0.147064704127502    3
20   0.651324592652941 0.150691438732565    3
21   0.651277332846917 0.150909197063356    3
22   0.65456923257193 0.192359180603717    3
23   0.658039289043245 0.156811256172773    3
24   0.64911119441274 0.165861837894568    3
25   0.646029855129314 0.156132704348806    3
26   0.654269736795413 0.172478875455226    3
27   0.655941627320431 0.162950699227167    3
28   0.648552173353096 0.143215599166979    3
29   0.649395842712693 0.170299140904945    3
30   0.660376823407205 0.300590092973721    3
0   0.644766358405491 0.524860482713734    7
1   0.658107480043327 0.61051662527052    7
2   0.665695487508515 0.565894776393407    7
3   0.642700428890294 0.557464621217832    7
4   0.65225552430104 0.54198038415916    7
5   0.640229397122653 0.560525169482844    7
6   0.64241250753048 0.537780968102652    7
7   0.632395354706432 0.548395156468359    7
8   0.640150322480963 0.550779058438025    7
9   0.642056295397992 0.557413281613435    7
10   0.638642039554838 0.557724875159238    7
11   0.64988228867378 0.549006373600491    7
12   0.653457163866619 0.536648447969583    7
13   0.643790242394516 0.548521926125545    7
14   0.639244921163368 0.557417237748382    7
15   0.637012981194175 0.560258692128741    7
16   0.640333127288045 0.557159667020869    7
17   0.642771192678538 0.561875078858066    7
18   0.637693990580374 0.561333587217746    7
19   0.644433926059719 0.552303702595282    7
20   0.650551382131766 0.543773843254371    7
21   0.644926331301122 0.564057046343464    7
22   0.650181409998709 0.56636461642222    7
23   0.636066879504256 0.565818625030488    7
24   0.641432514793678 0.566641961610003    7
25   0.641929956968738 0.552831820051097    7
26   0.648427178593806 0.569248930328854    7
27   0.637757784028167 0.557215459689246    7
28   0.641140377297006 0.56349854423388    7
29   0.65628270251409 0.567327053659596    7
0   0.783969434328924 0.536149394707877    8
1   0.882552745055023 0.527467828570934    8
2   0.873437054509054 0.530534146786636    8
3   0.882370742493436 0.544801123247339    8
4   0.882411331285311 0.536728247954102    8
5   0.878677782655359 0.539512394506801    8
6   0.873702544629509 0.543155537494158    8
7   0.893227652271094 0.505601139974829    8
8   0.891753868468641 0.526413763579626    8
9   0.894553961254587 0.517378886332153    8
10   0.879547467996531 0.519124453621316    8
11   0.886594526425597 0.520595917176706    8
12   0.891711065321147 0.513502663829286    8
13   0.884548319358032 0.52639296682446    8
14   0.886213446667625 0.537531390675326    8
15   0.886529871471907 0.532924263864288    8
16   0.89010943578387 0.511800428169636    8
17   0.886870875330828 0.495506063310017    8
18   0.888062407172015 0.510321108786798    8
19   0.884577971414728 0.549445711087515    8
20   0.894468017765803 0.531302299240565    8
21   0.880002769311091 0.53307741976505    8
22   0.890960192899001 0.541191151059593    8
23   0.916632971415879 0.653803717256324    8
0   0.941889440524847 0.798582844668431    12
1   0.93887315546408 0.756362811190456    12
2   0.934905608365511 0.75387996301049    12
3   0.927915065978596 0.768322379906294    12
4   0.931488905438187 0.764136306546447    12
5   0.920221733460494 0.778807927727485    12
6   0.933598523982482 0.762297770190116    12
7   0.938350989681453 0.772488186173405    12
8   0.930123129726667 0.762547557160133    12
9   0.935181185192846 0.747467386530275    12
10   0.9317998956991 0.823365030112541    12
11   0.936009620573941 0.769753310439114    12
12   0.909402517397666 0.750526589906713    12
13   0.920102873329256 0.79432969203765    12
14   0.926796421856011 0.789094411970154    12
15   0.919389652281097 0.800287428355887    12
16   0.924693786744001 0.787722107902141    12
17   0.911539491523968 0.816574125573538    12
18   0.759492028679006 0.782349129992895    12
0   0.615989494234213 0.836043357273752    11
1   0.59034951386684 0.812583634605971    11
2   0.579834011172238 0.8135880502482    11
3   0.595422260302144 0.725362371718688    11
4   0.614022935634921 0.787650160303315    11
5   0.58367250126264 0.812161236690599    11
6   0.585108274083268 0.818383267257559    11
7   0.580356960307427 0.811858862598683    11
8   0.578496312156062 0.815047886783077    11
9   0.580639167656045 0.812184042545027    11
10   0.579490906392607 0.840116678765526    11
