start
time Gaze_x    Gaze_y    Contents
6   0.673163476762625 0.507299939326231    7
7   0.673503178018336 0.478683377839047    7
8   0.67258524898989 0.50126195670191    7
9   0.663908137053454 0.513937488718398    7
10   0.671820012878811 0.504291964814684    7
11   0.667590123594778 0.511284582054259    7
12   0.664217925477715 0.499750492446537    7
13   0.664428867961419 0.521708919137609    7
14   0.674340013025585 0.515632146920552    7
15   0.661693696099519 0.523726940268489    7
16   0.669345294262484 0.526282240992714    7
17   0.672987609599318 0.50859423579152    7
18   0.673548252980822 0.503575100443527    7
19   0.667162346480723 0.514605329084361    7
20   0.668617474746611 0.511786555811341    7
21   0.666524082932597 0.51598580364498    7
22   0.663862651684553 0.50115461273856    7
23   0.673586122675033 0.51301454179054    7
24   0.675264223115164 0.511319800131787    7
25   0.664521233871369 0.50463046060429    7
26   0.657547089410059 0.506364589983605    7
27   0.655740270770366 0.535460897305143    7
28   0.673044449144527 0.504596501932383    7
29   0.665553657252872 0.519888012230126    7
30   0.667698336229932 0.520302466425392    7
31   0.672970694826631 0.522054050058387    7
32   0.52025328696709 0.62996301602584    7
0   0.334251644480219 0.757185076748442    10
0   0.183667398539797 0.833885655654854    9
1   0.147994205006853 0.813708192772765    9
2   0.144739839193448 0.814439780445241    9
3   0.147374503518904 0.801567420135257    9
4   0.154675496447112 0.846802606405845    9
5   0.142008795700235 0.81483341890123    9
6   0.147762457465888 0.798214140541177    9
7   0.149201691155554 0.803794303773088    9
8   0.143172752482087 0.839036956771793    9
9   0.136955106922528 0.78297433960131    9
10   0.158576207468059 0.87532803663737    9
11   0.156406404084578 0.83943217856995    9
12   0.147813311895789 0.820133772976646    9
13   0.15230075931072 0.781841436451259    9
14   0.1515604775567 0.800432997994221    9
15   0.13806659248371 0.793473979727196    9
16   0.152881655804549 0.803040489920363    9
17   0.148200282314519 0.816386496390919    9
18   0.157117567112095 0.831449909375579    9
19   0.0965231953450711 0.852138332295112    9
20   0.107389647371974 0.825413709276972    9
21   0.0931808286372871 0.844898419642277    9
22   0.108317703903253 0.830972516830911    9
23   0.0929456102109043 0.815480180209079    9
24   0.0755345508905521 0.7911686981505    9
25   0.113111822506539 0.841144485350924    9
26   0.0912026580861038 0.795803581105019    9
27   0.0946442596903125 0.831239772721233    9
28   0.0900939369886373 0.810411567445612    9
29   0.0977864625258462 0.831416582554425    9
30   0.0907873261775194 0.791103140094947    9
31   0.0954468924455796 0.823089461834229    9
32   0.0900181904162309 0.786891588583671    9
33   0.0855382033555543 0.820772246327692    9
34   0.0997264309078219 0.838663952219122    9
35   0.135768178615422 0.80652329699717    9
0   0.411349999213257 0.153344328887556    2
1   0.424139859299316 0.153115768540488    2
2   0.420300655121423 0.218121432848193    2
3   0.419651526736743 0.157394031786225    2
4   0.421562019399971 0.171957076373587    2
5   0.425586845626981 0.145923957359628    2
6   0.426688227683826 0.155901213009543    2
7   0.428521884984775 0.158449119739885    2
8   0.421454655544267 0.138034874661912    2
9   0.431089693594799 0.142934708279313    2
10   0.428167549703517 0.159512797375669    2
11   0.42377069088343 0.150459206784944    2
12   0.427354177045572 0.152431213634259    2
13   0.421522195713806 0.157428944649723    2
14   0.419149919113465 0.151829058695625    2
15   0.41875041385731 0.158734522130203    2
16   0.425031226776241 0.163518416386182    2
17   0.429926540140968 0.167991428096911    2
18   0.428089771661689 0.168551798254157    2
19   0.419779282248101 0.15705136593408    2
20   0.420634693559009 0.1594410587943    2
21   0.421395403287079 0.155173364048665    2
22   0.421747568235901 0.150875028485302    2
23   0.420942510471605 0.172307323752307    2
24   0.374242881531472 0.165285099064477    2
25   0.36896749590062 0.156616016397948    2
26   0.364278142055809 0.167925926748467    2
27   0.362379254446864 0.153334183277252    2
28   0.359737939130696 0.157340335227445    2
29   0.365583713895148 0.158244497798705    2
30   0.359117956566479 0.159893129611191    2
31   0.354570215221543 0.165969880003331    2
32   0.368712112594494 0.166926557763531    2
33   0.366832677419893 0.156224230456587    2
34   0.365311985804738 0.165706908329639    2
35   0.365927831693853 0.173322195059995    2
36   0.366293352696175 0.162611818783148    2
37   0.371109113883222 0.154015613949809    2
38   0.365532658644497 0.15872489893934    2
39   0.364372412760758 0.167520626361011    2
40   0.370179085765585 0.167310968060406    2
41   0.366053603686396 0.153618798654065    2
42   0.367840692585105 0.162189859814362    2
43   0.362856710266897 0.165640281353376    2
44   0.369976804325006 0.173325852380344    2
45   0.371163289504921 0.159873212256002    2
46   0.368566189373382 0.166235187588768    2
47   0.369130502713574 0.175401531913167    2
48   0.36839358219072 0.180311684897561    2
49   0.373576463857376 0.167529333142738    2
50   0.371693496193529 0.174991913847862    2
51   0.369714476468062 0.16734610546132    2
52   0.369954947722249 0.173408960392408    2
53   0.37229838616679 0.177226127484346    2
54   0.370791618027738 0.177370843110225    2
55   0.370100997881423 0.169502615932515    2
56   0.370074393681989 0.180108498619916    2
57   0.366453324508825 0.172866042871874    2
58   0.369949426140806 0.174677630705901    2
59   0.367735348668475 0.155096709481086    2
60   0.365339204549855 0.179178778170922    2
61   0.353035406590607 0.174391580707493    2
62   0.340287214573323 0.170967081077379    2
63   0.335786352942591 0.186505392602157    2
64   0.337455354103327 0.179176309429067    2
65   0.333108622684904 0.169139170703943    2
66   0.332770833080986 0.179735361629582    2
67   0.335873365193038 0.17871613396062    2
68   0.336550669121493 0.175319702408615    2
69   0.338133930014806 0.181812569300746    2
70   0.330955548797078 0.179234682168612    2
71   0.333198518960785 0.168172300082574    2
72   0.33411066186477 0.178848855776323    2
73   0.337852581768743 0.171858410792311    2
74   0.337424315878252 0.175336201651817    2
75   0.332329915074979 0.179237234288848    2
76   0.332675289956228 0.174805140591275    2
77   0.338079946454855 0.181285382158194    2
78   0.334675945121717 0.180116983986068    2
79   0.334681184374176 0.175455284843565    2
80   0.338332983041255 0.18190393740781    2
81   0.341581212232313 0.177757292260935    2
82   0.334361743288014 0.177439705328879    2
83   0.33751889077746 0.164190536071715    2
84   0.331975222925053 0.177742826811595    2
85   0.332167259451353 0.170937667166299    2
86   0.339752985840391 0.175582063852744    2
87   0.341286903141395 0.17484049117752    2
88   0.337679057603623 0.18284700306674    2
89   0.338728464908741 0.171211084423362    2
90   0.336650822081424 0.179700027945728    2
91   0.334295774620387 0.188631335103423    2
92   0.337599922932782 0.178941568708524    2
93   0.340292155138172 0.166253746365442    2
94   0.344379875488016 0.174485551143789    2
95   0.340925814167463 0.172053093095087    2
96   0.335478409951065 0.172680582445651    2
97   0.337235904995623 0.183286395222581    2
98   0.342182057690707 0.176427157494686    2
99   0.338816248974467 0.179009623745969    2
100   0.334885765764739 0.172401664555082    2
101   0.339022533756065 0.173055972627594    2
102   0.340439329428818 0.178470254584454    2
103   0.342537257581398 0.168125878960723    2
104   0.336030688747996 0.172278120992587    2
105   0.335097173196573 0.169374903660241    2
106   0.347705070638085 0.184840854254162    2
107   0.345480530650889 0.180672445321989    2
108   0.352484465436078 0.163633699796037    2
109   0.361299432182932 0.153231710906311    2
110   0.354700318608593 0.148482391831521    2
111   0.351728115038213 0.150789053461267    2
112   0.357228750358445 0.141345305529057    2
113   0.359230860663729 0.150595825439041    2
114   0.360849975492215 0.146595646118044    2
115   0.358582078392942 0.138913651965822    2
116   0.356233850911622 0.152374811106256    2
117   0.353581650397587 0.141762148933253    2
118   0.360665241950755 0.149061407019758    2
119   0.362131829745067 0.143136294475539    2
120   0.354806818753559 0.151079727185561    2
121   0.358257109970964 0.1459912510403    2
122   0.362834658588213 0.139755050328631    2
123   0.390296218879712 0.148382908177723    2
124   0.407186555917747 0.164036180427388    2
125   0.409970787260932 0.159001275433752    2
126   0.412319506147014 0.167895609754964    2
127   0.410891409266583 0.177395193013012    2
128   0.416147000858246 0.17194063264742    2
129   0.412106765540329 0.167539086893953    2
130   0.417154800031767 0.168734196805758    2
131   0.410202967189775 0.167693562416162    2
132   0.40959589288218 0.169520009622488    2
133   0.412512037334864 0.169665245623264    2
134   0.411184289331231 0.170710762248973    2
135   0.413469715807651 0.167443469105933    2
136   0.411142337130968 0.162161832886909    2
137   0.418082429620313 0.153848360913457    2
138   0.406157663346448 0.153904737042353    2
139   0.406863663624449 0.160356571591706    2
140   0.409868990827135 0.170103911914566    2
141   0.424615122814203 0.168935632334637    2
142   0.435220349340284 0.169358745958448    2
143   0.433539935117096 0.166594513370569    2
144   0.434242332275858 0.179800895603989    2
145   0.434846262568499 0.171483173315778    2
146   0.432190988666548 0.174808931881898    2
147   0.431149698913259 0.180955338216904    2
148   0.429435790136836 0.180958559824376    2
149   0.434157537867691 0.180169058941601    2
150   0.432256877704958 0.180986345262795    2
151   0.43456106331405 0.185096468650272    2
152   0.428643915899443 0.18716047831515    2
153   0.42977403618579 0.187327177833254    2
154   0.426534907412474 0.174189045727417    2
155   0.429365413776509 0.183351810761451    2
156   0.431076360604607 0.179587742712101    2
157   0.422610683555376 0.185440114428843    2
158   0.429602436111622 0.18455194770047    2
159   0.428479717309187 0.186179335367569    2
160   0.431004390366411 0.178435234588164    2
161   0.42767883534043 0.183360210443311    2
162   0.432980182183996 0.178742336994105    2
163   0.426099899920928 0.189468872581756    2
164   0.449107362504719 0.126536595335665    2
165   0.44714787931855 0.138304183593164    2
166   0.450989152274587 0.159834687894204    2
167   0.452787042583964 0.139575751530742    2
168   0.455603061081547 0.121993636235288    2
169   0.449940659687741 0.119064289518974    2
170   0.447938055358009 0.120486209985302    2
171   0.452125499165959 0.139041198842051    2
172   0.446318103710723 0.137352183551798    2
173   0.453564250079921 0.144438685864316    2
174   0.450151041692266 0.142871878168421    2
175   0.451055997387925 0.130681771708169    2
176   0.444320070506137 0.117824329195173    2
177   0.444700056415172 0.132775742451372    2
178   0.446146518922319 0.131129336482218    2
179   0.449118218855574 0.123474459637009    2
180   0.444890379133994 0.125147358451159    2
181   0.453573607707426 0.127430731206459    2
182   0.445295510865435 0.124914017859851    2
183   0.446944279558579 0.124407577951388    2
184   0.447973796568022 0.133934465895095    2
185   0.451212437655727 0.120169924924312    2
186   0.446342326283343 0.117582984789692    2
187   0.448031021826523 0.126986327918871    2
188   0.448505105124127 0.127341666879261    2
189   0.420036110690944 0.235860982957547    2
190   0.422281534927379 0.249562619089943    2
191   0.42895078765639 0.24337526853617    2
192   0.424426676093503 0.254188456553948    2
193   0.424640149550214 0.247788980715086    2
194   0.422903990219652 0.253663165141234    2
195   0.425945612265082 0.238112388009085    2
196   0.430757180519549 0.245900828072081    2
197   0.424845931750042 0.249788629470231    2
198   0.430956795058592 0.249758950883006    2
199   0.428629340774137 0.241659805870881    2
200   0.428780000270876 0.25877600250783    2
201   0.426546150481386 0.234387638711269    2
202   0.422107582283047 0.256507447255444    2
203   0.425668469547531 0.239640813968322    2
204   0.425303876396811 0.255478793199472    2
205   0.425902812096297 0.254792676742341    2
206   0.420397583363069 0.243740059389552    2
207   0.420640057015817 0.24998600129129    2
208   0.426160893255201 0.254788556310587    2
209   0.426637736381736 0.240784023643869    2
210   0.426622423358594 0.251342874856277    2
211   0.426624010138539 0.269036086977394    2
212   0.421269966446971 0.287956019864851    2
213   0.359535615166919 0.275646043357824    2
214   0.369928318341067 0.248461161327214    2
215   0.376653882806295 0.283143762555483    2
216   0.36960487814406 0.253196161884148    2
217   0.374742014611002 0.274255405558733    2
218   0.375504314836235 0.272804182813161    2
219   0.375116214681611 0.284656165849128    2
0   0.290362887183392 0.364830831742665    6
0   0.161168210484789 0.594928923022849    5
0   0.145999541060519 0.742673498473664    9
1   0.125457835208181 0.678487111770892    9
2   0.12978900027133 0.707757254369312    9
3   0.122593810722606 0.68927423382172    9
4   0.128741126224554 0.693775053967101    9
5   0.128049347531032 0.684682737614935    9
6   0.130609474419771 0.708367526720963    9
7   0.133286795512163 0.687160164836882    9
8   0.123008193598253 0.713818318393805    9
9   0.134473377419567 0.676916430129609    9
10   0.123723424270565 0.713325840568473    9
11   0.130581405727185 0.716584924086192    9
12   0.130321615703906 0.712410770236374    9
13   0.126791371595004 0.716678790308151    9
14   0.130204847818391 0.705508450320167    9
15   0.137223268434468 0.729206097829092    9
16   0.121683730974041 0.712974977818931    9
17   0.126349998851993 0.699138776691598    9
18   0.129685845043582 0.695378223251055    9
19   0.0961349656303128 0.675003944735408    9
0   0.0883189243012339 0.631778813506912    5
1   0.0881868553790355 0.634630116336552    5
2   0.0895812000404703 0.635801446153437    5
3   0.0801844947616246 0.645118689524679    5
4   0.0895459949288124 0.657714262645186    5
5   0.0882814372911298 0.654389465000577    5
6   0.0804905378834064 0.643140552956993    5
7   0.088396134622144 0.651882811068276    5
0   0.09323083980712 0.697686318757405    9
1   0.0994709461056118 0.869038723056065    9
2   0.102266317870999 0.842041510597483    9
3   0.101416657127515 0.829545189719283    9
4   0.101961892007353 0.814575697297187    9
5   0.104119782530347 0.825415245377485    9
6   0.0952155622810551 0.793204789866991    9
7   0.108856151439795 0.790570926102305    9
8   0.112169828944388 0.853303216724498    9
9   0.100196687846278 0.814020209472574    9
10   0.0993236254267913 0.80548965191656    9
11   0.0898044520852181 0.799315344912316    9
12   0.0999646147067779 0.812948888623168    9
13   0.098653096023213 0.810120927806793    9
14   0.102863746678395 0.81625382099196    9
15   0.0904786590120921 0.810577985032069    9
16   0.0944615590385638 0.807188175720285    9
17   0.0977518112272264 0.813440558942375    9
18   0.0913354591059488 0.81153431246139    9
19   0.0976383493612047 0.8016382151377    9
20   0.107001911902671 0.832254245136483    9
21   0.0959383597149781 0.818346363235946    9
22   0.106792630043401 0.837100199950555    9
23   0.0974949079001135 0.834984896247988    9
24   0.0967988545711478 0.8025832362448    9
25   0.0912777747442988 0.805376233679226    9
26   0.096999618070754 0.800731785046651    9
27   0.09210911076093 0.762611178200586    9
28   0.097947167730922 0.813111473742083    9
29   0.101095625303287 0.788572638416554    9
30   0.0950024581794651 0.818923329439826    9
31   0.102965367956699 0.801345525426427    9
32   0.0977544692598258 0.810244732566616    9
33   0.0988641317726433 0.798994679766679    9
34   0.0984392597222268 0.798494226084927    9
35   0.147350167453851 0.789502643113792    9
0   0.285567733902667 0.867854089677166    10
1   0.345521042787027 0.826883089419084    10
2   0.334446100486048 0.861945644034563    10
3   0.343124131989498 0.828014628518076    10
4   0.341622786111657 0.851805218577624    10
5   0.339838984100879 0.752939379720942    10
6   0.352566951080121 0.853736024237492    10
7   0.349784778973685 0.81496414464641    10
8   0.343012113839109 0.845251591524743    10
9   0.3369598139451 0.853955695758259    10
10   0.341517043066347 0.815122850012585    10
11   0.339678150706618 0.811117136904272    10
12   0.341393475432824 0.81959861828318    10
13   0.33376386377563 0.828784882062223    10
14   0.340726831767938 0.810829314832745    10
15   0.472018686856472 0.833186528629881    10
0   0.66495570017139 0.758923599774221    11
0   0.816910171325162 0.624272926967933    8
1   0.893326359882963 0.57393940392808    8
2   0.886986892922891 0.527001685612277    8
3   0.881527781462864 0.54841359819568    8
4   0.888369155662645 0.526926427683748    8
5   0.881911556773503 0.538104708350261    8
6   0.888810959350053 0.508691143401393    8
7   0.887365844914484 0.51107361354741    8
8   0.88799242240691 0.519721014149241    8
9   0.884545007661359 0.541660101259822    8
10   0.882516204908143 0.514457634490554    8
11   0.86522662686059 0.353463144598436    8
12   0.866428353899778 0.564246578294046    8
13   0.835555152737697 0.566322952431392    8
14   0.83829534294 0.587090803632577    8
15   0.834754049155549 0.606146016437037    8
16   0.838365278936635 0.581431997463369    8
17   0.856012943117548 0.617082664665531    8
18   0.857628166259019 0.565190403032489    8
19   0.804677709491443 0.666049474663396    8
0   0.803157428621489 0.741123939170166    12
0   0.671741144096245 0.837024125160838    11
1   0.670369999532682 0.821329632268885    11
2   0.658436229711128 0.841596301811251    11
3   0.667126907443503 0.837804694179567    11
4   0.660437365476696 0.834172756308817    11
5   0.665190440572701 0.845097229227804    11
6   0.658848610672521 0.852861976557961    11
7   0.661733117231279 0.832082105118388    11
8   0.667044253975405 0.832451922183282    11
9   0.660899499914308 0.848294281183485    11
10   0.573684552692384 0.872544933838981    11
0   0.432064297434181 0.862491085444731    10
1   0.378112439057759 0.870248966839085    10
2   0.374254996817513 0.859618033944116    10
3   0.377967016573166 0.898463934464303    10
4   0.382590707770078 0.858511385068141    10
5   0.37162005685343 0.883296317455802    10
6   0.373671265842518 0.877977764095249    10
7   0.382469447811332 0.860459334598659    10
8   0.370445838399974 0.893618126568072    10
9   0.384406238903466 0.881464397503464    10
10   0.376621671135354 0.875717607572255    10
11   0.369207490230224 0.888237982243254    10
12   0.368470492978418 0.871862842459564    10
13   0.377204785823892 0.857117751079272    10
14   0.373114317900104 0.866105374800668    10
15   0.374997225977381 0.855640463655618    10
16   0.375793925587004 0.855612648938063    10
17   0.376093779184885 0.870193989345353    10
18   0.367985008876985 0.879414077028741    10
19   0.376442964714101 0.952565031861241    10
20   0.378222817656933 0.858226218551067    10
21   0.368797952084265 0.881695636536165    10
22   0.360520888730434 0.907738658102517    10
23   0.360863449838803 0.914592367145815    10
24   0.372475977991371 0.860027401011848    10
25   0.378941508249113 0.85758854263247    10
26   0.371242889963014 0.902058960307272    10
27   0.36746628836022 0.89031113853855    10
28   0.368520670342377 0.908254776352919    10
29   0.371549270560649 0.900534278532973    10
30   0.369487150341797 0.895041841049192    10
31   0.369948943614531 0.886913813201545    10
32   0.357181077072369 0.875151668411831    10
33   0.369394009297594 0.864997929758601    10
34   0.370565963053537 0.871761141874686    10
35   0.362055522091055 0.870623676613263    10
36   0.365563403263991 0.914058460327624    10
37   0.431644879169312 0.796836629113614    10
0   0.503247523488767 0.797531407616702    11
0   0.637675180664246 0.602395966703853    7
1   0.653933225635569 0.54162948993087    7
2   0.648474633668798 0.549862698577726    7
3   0.654211002184638 0.562158505292928    7
4   0.654262063236047 0.538454116429307    7
5   0.650015883182391 0.557360646624829    7
6   0.650762555403617 0.561695871188704    7
7   0.652277438281203 0.550633552224667    7
8   0.656689227770585 0.558537840016925    7
9   0.651521554236297 0.567541084212962    7
10   0.653759597510543 0.571331055578412    7
11   0.644652881212778 0.569126432668554    7
12   0.654625347344791 0.54931405479465    7
13   0.652004750085894 0.566516936983362    7
14   0.636720315599291 0.576422357840102    7
15   0.649308776599469 0.556486291032684    7
16   0.659567068437696 0.575062489921038    7
17   0.740854394362145 0.398974323517791    7
0   0.815793674933047 0.259850913131004    4
1   0.814329699961604 0.236090110797818    4
2   0.806700678599782 0.251083530688106    4
3   0.808312190987408 0.235887913699685    4
4   0.813105158808867 0.246636709001791    4
5   0.814466289859979 0.250153895641347    4
6   0.81339936708207 0.249663533563421    4
7   0.814781915036406 0.26664175926544    4
8   0.813857589440545 0.252228466433962    4
9   0.809361536589563 0.252478473875954    4
10   0.809476851731347 0.251959266483254    4
11   0.812252263152686 0.247166278437589    4
12   0.810823504851896 0.252515438535397    4
13   0.865809726906036 0.246469295142788    4
14   0.898093773562209 0.263961886421839    4
15   0.899112875560604 0.260392225626902    4
16   0.893241837452138 0.267350209253095    4
17   0.893100716240724 0.256298877391032    4
18   0.892746685517409 0.251037555443986    4
19   0.892411243940956 0.259358132144371    4
20   0.895226273601907 0.26291821323116    4
21   0.893438479704173 0.25825631871453    4
22   0.890297522373771 0.258822023086509    4
23   0.898414468999476 0.268113194287594    4
24   0.890482591529576 0.254000477502927    4
25   0.900371340075139 0.273050205998743    4
26   0.895405524546618 0.266980312781925    4
27   0.88970528397283 0.260736135445427    4
28   0.900450693676135 0.264846043932607    4
29   0.894401827679758 0.25628015441157    4
30   0.89477160448871 0.258562659979589    4
31   0.895475449051446 0.26857347268276    4
32   0.891529445529727 0.264277244316986    4
33   0.897988876364707 0.271558858599064    4
34   0.894448552961535 0.254226016806228    4
35   0.894413399018731 0.252435591867652    4
36   0.909870761484626 0.250820522690105    4
37   0.934260508418447 0.216746574107901    4
38   0.924655060942882 0.227495462043407    4
39   0.925403264804913 0.225102051916224    4
40   0.926229817878152 0.22713255741894    4
41   0.928657666647496 0.217266869470222    4
42   0.934306239790203 0.213674451001452    4
43   0.933844612207054 0.217886594114702    4
44   0.929038714199464 0.223993104362307    4
45   0.93265934081785 0.230975638750238    4
46   0.932790277147092 0.212761889428862    4
47   0.935001693779554 0.217142963447372    4
48   0.932713417443438 0.219577287853099    4
49   0.88994372771765 0.208354899385199    4
0   0.723956905128603 0.174591670335076    3
1   0.632158650491647 0.186788726977966    3
2   0.635681774878208 0.158724241134109    3
3   0.631378898753042 0.170444982039953    3
4   0.633695915242924 0.168471660585737    3
5   0.635354126608377 0.179432577997773    3
6   0.632142024047198 0.172043053046082    3
7   0.639093738253337 0.17197447820638    3
8   0.633024074934156 0.178665544449814    3
9   0.623303526085351 0.234539110839705    3
10   0.616839729280514 0.235909473915285    3
11   0.62876026514607 0.172143222327577    3
12   0.636207954003908 0.170438349052802    3
0   0.4849946114673 0.267442942392904    2
0   0.285537856029464 0.334512271181325    6
0   0.127829484852555 0.446855468147646    5
1   0.0729502272959053 0.463812634405599    5
2   0.0736624484194408 0.465659211916773    5
3   0.0811616295837894 0.503827363038226    5
4   0.0832128438931932 0.47237311960123    5
5   0.079849889139382 0.462405138427016    5
6   0.08441343683171 0.47382991304346    5
7   0.0822211102075698 0.480799454760245    5
8   0.0782289457308707 0.467169195393922    5
9   0.0858268203677426 0.492872956759015    5
10   0.0836405250544203 0.471114927602343    5
11   0.0883329523177281 0.496030826464221    5
12   0.0868025214397221 0.462972817002196    5
13   0.079662933563668 0.453342524395453    5
14   0.086428480046493 0.480642207017809    5
15   0.0856640738718397 0.465779594093647    5
16   0.0860140711562281 0.493268359618241    5
17   0.0844007987043369 0.460093923078944    5
18   0.0842096859051935 0.477623064423256    5
19   0.0833721993395784 0.465445040747795    5
20   0.0841400659693363 0.485836249151021    5
21   0.0890784671603342 0.481886568377035    5
22   0.0884913748874396 0.480092414840442    5
23   0.0776955085132158 0.49571380495388    5
24   0.0794314842928543 0.471794915087571    5
25   0.0833013590256542 0.48710639121623    5
26   0.0838194429341002 0.467896086062524    5
27   0.0791125536718482 0.514983651457896    5
28   0.0873822022525701 0.462623233076329    5
0   0.106013684650748 0.24353951910814    1
1   0.1181902791933 0.111932014134936    1
2   0.117490637652168 0.110060399334202    1
3   0.124868828599119 0.131901064124236    1
4   0.119335601155967 0.121771139049201    1
5   0.12140914731674 0.130327940432153    1
6   0.121188053124683 0.115925013186597    1
7   0.118056861204764 0.127443446521283    1
8   0.121603944050207 0.11791569122488    1
9   0.118689664358953 0.12702129255922    1
10   0.120442383153545 0.134120135869011    1
11   0.120768986188295 0.126739652792367    1
12   0.115307557755273 0.125062577646645    1
13   0.116820491412682 0.122493653352649    1
14   0.116929816894867 0.111169230910605    1
15   0.119993839786957 0.116432248453293    1
16   0.119933645306446 0.120197342905044    1
17   0.119015073413038 0.130828091684407    1
18   0.11617447753224 0.131118370258719    1
19   0.120827372835265 0.11268930839185    1
20   0.118435365341156 0.130605199530919    1
21   0.120031024117225 0.117588210623239    1
22   0.116686583007663 0.127107752732741    1
23   0.121073864001119 0.122707578672816    1
24   0.126701820544326 0.133830805714183    1
25   0.177767025030334 0.139344187633469    1
0   0.385257479743018 0.240433296092874    2
0   0.592066024886435 0.375284131790977    7
0   0.76324849871969 0.517974600131993    8
1   0.876293616156318 0.631434198051807    8
0   0.902438678499607 0.684372862293003    12
1   0.900270815272393 0.697990703884102    12
2   0.893359676129876 0.73163617332068    12
3   0.886614984728681 0.732725418895598    12
4   0.889689997654841 0.728798627501192    12
5   0.888329892952925 0.722389230186081    12
6   0.896426284759514 0.726184085700083    12
7   0.888789210347113 0.725354627379943    12
8   0.897096251739072 0.711488517582097    12
9   0.890187845795481 0.72036609175268    12
10   0.906442045742892 0.73499568949012    12
11   0.896908170625807 0.699316554444977    12
12   0.895343562797962 0.721444464379829    12
13   0.897130466020826 0.707455967740543    12
14   0.904072502495524 0.711244003853267    12
15   0.896713661185686 0.718384196814213    12
16   0.887996503241311 0.727165855186058    12
17   0.897907779233265 0.716393071139464    12
18   0.893258952108226 0.719404171578049    12
19   0.894026231248517 0.712940163709277    12
20   0.897062258522965 0.716387797102925    12
21   0.895550278415044 0.71806423902035    12
22   0.901208349615672 0.723853146349711    12
23   0.909042672739815 0.720120933021576    12
24   0.897510920188097 0.704480467000735    12
25   0.891400995429194 0.709042912050222    12
26   0.898528520243076 0.726684558665852    12
27   0.895806946115499 0.720678098316057    12
28   0.890328479541949 0.716852013066955    12
29   0.891144004425428 0.70932763114422    12
30   0.888584050715281 0.703065675917742    12
31   0.88436343969704 0.718027653137938    12
32   0.892278698941482 0.723714438501474    12
0   0.886260862876611 0.6663741307907    8
0   0.897933207569736 0.701767192972284    12
1   0.903206147933588 0.713951623982666    12
2   0.887095339363214 0.666784646758515    12
0   0.891839286171944 0.520743145516349    8
1   0.881751199774953 0.49656288306187    8
2   0.883031127742242 0.488888136924288    8
3   0.881495102198869 0.499322127375422    8
4   0.883462019002764 0.50418278067059    8
5   0.884020185372719 0.509974029668342    8
6   0.888666158295223 0.50280068254358    8
7   0.891326755639852 0.488209933205781    8
8   0.884001727903296 0.500339135589115    8
9   0.88845839634962 0.503700577332097    8
10   0.89583302095275 0.541209460330037    8
11   0.909946261616938 0.570412525668416    8
0   0.928391186040358 0.317855502359066    4
0   0.876932397380187 0.481002949497793    8
1   0.874827168508091 0.5131067938147    8
2   0.907297520618613 0.471988735255991    8
3   0.905917174112119 0.486842032828918    8
4   0.904187310442239 0.452178515322657    8
5   0.910347873187106 0.463743465780453    8
6   0.903329381654999 0.472478722449182    8
7   0.904782259838044 0.465108099287932    8
8   0.910285124635493 0.449703830068643    8
9   0.908714730723204 0.45376895996128    8
10   0.909239765367943 0.460227317779527    8
11   0.909512613528591 0.445323217403484    8
12   0.915986795000322 0.45220561807082    8
13   0.912982991265835 0.463722274529118    8
14   0.91582665300416 0.452885352706744    8
15   0.914279347306433 0.45220991131248    8
16   0.905356271044639 0.476447343655309    8
17   0.907792518984024 0.4657387759313    8
18   0.910882767740418 0.452056318283212    8
19   0.923476534866381 0.462015474786085    8
20   0.909861169321175 0.464886846198965    8
21   0.909239045449112 0.456245400400803    8
22   0.9135682308588 0.453144966233594    8
23   0.911131746954425 0.460804545602514    8
24   0.905976010049358 0.465246182365263    8
25   0.90606364402413 0.460495239641091    8
26   0.910109772347823 0.449017106336328    8
27   0.911048766251611 0.449106382563514    8
28   0.911474470608482 0.468573364314693    8
29   0.903976612190945 0.470320640957766    8
30   0.906622271945935 0.453133382515944    8
31   0.904132169205695 0.466369906070099    8
32   0.906646591474669 0.473890401375684    8
33   0.902981663024434 0.460480043744724    8
34   0.906550293984765 0.464388222212165    8
35   0.906662079990724 0.446753178859581    8
36   0.917756020149227 0.462001094539232    8
37   0.914034325272723 0.452059077424792    8
38   0.906617299193726 0.465388021283275    8
39   0.907173837873074 0.459849706800014    8
40   0.905027226718175 0.4873198361189    8
41   0.907962570717473 0.451985334322103    8
42   0.906246887414795 0.462136772317876    8
43   0.908812600613601 0.457812750191124    8
44   0.903824535667809 0.48180443952856    8
45   0.909007325103516 0.490416977429959    8
46   0.907274714339223 0.468750591062985    8
47   0.899097687027165 0.459755518320435    8
48   0.91221196596041 0.460207514024546    8
49   0.904190806098882 0.467407475863979    8
50   0.877371391880956 0.49962932288031    8
51   0.873436557088326 0.499812678252397    8
52   0.865564005082661 0.53512660654485    8
53   0.865763226794684 0.532245676055481    8
54   0.865487016382076 0.522382840319779    8
55   0.861692037725447 0.538019847162104    8
56   0.861849954893955 0.527751881355925    8
57   0.863877189194227 0.535433661193565    8
58   0.862441400210855 0.541888016956705    8
59   0.860598952222176 0.516617677364366    8
60   0.863592241203833 0.522926060899636    8
61   0.866610810259544 0.535125520408769    8
62   0.854115700364218 0.52761753305208    8
63   0.856949809199705 0.538377872213459    8
64   0.860151967210527 0.527144263352398    8
